Stock_ID,Symbol,Company Name,Stock Price,Category,Combined_Fitness_Score,Intrinsic Value,percent_from_instrinsic_value,Rev Gr. Next Y,Lower_limit,Upper_limit,normalized_fitness_score,normalized_percent_change_from_instrinsic_value,normalized_Rev_Gr_Next_Y
247,APH,Amphenol Corporation,110,1,2.98,25.5870659,-331.51,8.65,1,511,0.5069637883008357,0.7221241570164039,0.5219171243135297
399,CPB,Campbell Soup Company,52,3,2.25,9.782797667,-331.88,2.37,2,512,0.3036211699164345,0.721884921019792,0.4592111832251622
391,SQM,Sociedad Química y Minera de Chile S.A.,46,3,3.67,0.1,-45930.0,-14.62,2,512,0.6991643454038997,0.0,0.2895656515227159
406,AFRM,"Affirm Holdings, Inc.",50,3,1.31,19.38,-100.0,20.27,2,514,0.0417827298050139,0.8718147666802449,0.6379430853719421
240,WDAY,"Workday, Inc.",264,1,2.47,156.5935511,-68.79,16.88,1,513,0.3649025069637884,0.8919946462863461,0.6040938592111832
105,HLT,Hilton Worldwide Holdings,178,2,2.05,80.18950652,-122.09,6.88,1,511,0.2479108635097492,0.8575317310987398,0.5042436345481777
379,AGR,"Avangrid, Inc.",55,3,1.95,17.915,-100.0,3.34,2,512,0.2200557103064067,0.8718147666802449,0.4688966550174737
6,META,Meta Platforms,334,1,3.29,275.130394,-21.67,13.08,1,511,0.5933147632311978,0.9224616737467588,0.5661507738392411
46,SAP,SAP SE,159,1,1.96,182.4369096,12.42,8.86,1,511,0.2228412256267409,0.9445037146237852,0.5240139790314527
182,MGA,Magna International,54,3,2.66,27.44771654,-99.98,5.83,2,514,0.4178272980501393,0.8718276983557375,0.4937593609585621
132,TRP,TC Energy,58,2,1.46,19.395,-100.0,2.06,3,513,0.0835654596100278,0.8718147666802449,0.456115826260609
395,USFD,US Foods Holding Corp.,52,3,2.01,27.59754703,-90.74,5.09,3,513,0.2367688022284122,0.8778021324332888,0.4863704443334997
355,BAX,Baxter International Inc.,53,2,2.12,0.1,-43670.0,3.29,3,513,0.2674094707520892,0.0,0.4683974038941587
17,XOM,Exxon Mobil,98,1,2.42,0.1,-98820.0,2.0,2,512,0.350974930362117,0.0,0.455516724912631
424,EMN,Eastman Chemical Company,89,3,2.59,8.734937061,-928.28,5.09,1,513,0.3983286908077994,0.3362623578323925,0.4863704443334997
432,PAG,"Penske Automotive Group, Inc.",152,3,2.37,76.115,-100.0,5.1,3,513,0.3370473537604457,0.8718147666802449,0.4864702945581627
366,DKS,"DICK'S Sporting Goods, Inc.",181,3,2.88,80.47085506,-125.06,1.77,3,513,0.4791086350974931,0.8556113772880983,0.4532201697453819
4,AMZN,Amazon.com,148,1,3.03,36.10092106,-312.29,11.35,1,511,0.520891364902507,0.7345514971647301,0.5488766849725412
19,JNJ,Johnson & Johnson,155,1,3.31,80.93441902,-92.49,3.59,2,512,0.5988857938718665,0.8766706108276919,0.4713929106340488
439,WPP,WPP plc,50,3,1.4,54.35632133,16.81,3.37,2,512,0.0668523676880222,0.9473422173943966,0.4691962056914627
61,HSBC,HSBC Holdings,52,1,1.62,0.1,-39380.0,-0.87,4,514,0.1281337047353761,0.0,0.4268597104343484
427,ITT,ITT Inc.,127,3,2.78,63.67491079,-99.58,5.97,4,514,0.4512534818941504,0.8720863318655883,0.4951572641038441
269,LULU,Lululemon Athletica Inc.,460,1,3.21,212.9665911,-116.18,13.96,2,512,0.5710306406685236,0.8613530412067839,0.5749375936095855
177,TYL,Tyler Technologies,412,3,2.47,161.050476,-156.11,8.91,1,513,0.3649025069637884,0.8355349510859376,0.5245132301547678
64,PFE,Pfizer,56,1,2.55,0.1,-26560.0,7.5,2,512,0.3871866295264624,0.0,0.510434348477284
111,FTNT,Fortinet,55,2,3.26,46.3531703,-19.41,12.74,4,514,0.5849582172701949,0.9239229530774156,0.562755866200699
291,PWR,"Quanta Services, Inc.",242,2,2.89,115.1202296,-110.27,8.67,2,512,0.4818941504178273,0.8651743513148281,0.5221168247628557
226,CME,CME Group Inc.,212,1,2.58,89.711046,-137.41,4.08,3,513,0.3955431754874652,0.8476260676714578,0.4762855716425361
30,BAC,Bank of America,62,1,2.1,43.37900337,26.14,-0.08,1,511,0.2618384401114206,0.9533748440116644,0.4347478781827258
197,MDLZ,"Mondelez International, Inc.",71,1,3.02,14.04331775,-411.63,4.39,1,513,0.5181058495821728,0.6703198649933079,0.4793809286070893
196,ADI,"Analog Devices, Inc.",195,1,3.13,86.75500529,-125.85,12.66,2,512,0.5487465181058496,0.8551005761061432,0.5619570644033949
27,CVX,Chevron,144,1,2.37,0.1,-144510.0,3.21,2,512,0.3370473537604457,0.0,0.4675986020968546
8,TSLA,Tesla,239,1,3.11,17.99574905,-1229.7,20.81,1,511,0.5431754874651811,0.1413690764843946,0.6433349975037442
417,FIVE,"Five Below, Inc.",204,3,3.46,13.228397,-1448.34,15.16,1,511,0.6406685236768802,0.0,0.5869196205691463
109,EW,Edwards Lifesciences,75,2,3.17,18.3580502,-309.74,9.16,2,512,0.5598885793871866,0.7362002857900284,0.527009485771343
235,CL,Colgate-Palmolive Company,88,1,1.96,42.0016244,-109.68,4.28,4,514,0.2228412256267409,0.8655558357418578,0.4782825761357963
428,WING,Wingstop Inc.,353,3,3.16,17.46544604,-1926.8,15.59,2,512,0.5571030640668524,0.0,0.5912131802296554
119,D,Dominion Energy,59,2,1.78,24.735,-100.0,-2.01,2,512,0.1727019498607242,0.8718147666802449,0.4154767848227658
115,HES,Hess Corporation,136,2,2.36,68.365,-100.0,25.62,2,512,0.3342618384401114,0.8718147666802449,0.69136295556665
246,USB,U.S. Bancorp,53,1,2.35,58.52614117,26.08,4.64,3,513,0.3314763231197772,0.9533360489851868,0.4818771842236644
149,TS,Tenaris,53,2,2.4,0.1,-33480.0,-9.5,3,513,0.3454038997214484,0.0,0.3406889665501746
426,DAY,Dayforce Inc,66,3,2.05,85.59418628,21.82,13.93,3,513,0.2479108635097492,0.9505816021052768,0.5746380429355965
396,JKHY,"Jack Henry & Associates, Inc.",174,3,2.55,42.45874056,-311.34,6.97,2,512,0.3871866295264624,0.7351657517506256,0.5051422865701447
350,LYV,"Live Nation Entertainment, Inc.",99,2,1.97,169.202201,41.05,7.7,1,512,0.2256267409470752,0.9630154080913492,0.5124313529705442
158,WRB,W. R. Berkley,72,2,3.18,102.8892345,29.25,9.9,2,512,0.562674094707521,0.9553857195507536,0.5343984023964053
176,LUV,Southwest Airlines Co.,59,3,1.88,14.575,-100.0,6.93,2,512,0.2005571030640668,0.8718147666802449,0.5047428856714927
230,CSX,CSX Corporation,50,1,2.81,6.781362067,-463.16,3.99,2,512,0.4596100278551532,0.6370014030867909,0.4753869196205691
409,DVA,DaVita Inc.,135,3,2.08,404.9305802,66.62,3.87,1,511,0.2562674094707521,0.9795485552085555,0.474188716924613
142,EXPE,Expedia Group,144,2,1.69,805.2508631,82.01,9.69,3,513,0.1476323119777159,0.9894994795000616,0.5323015476784821
336,EIX,Edison International,69,2,1.86,34.635,-100.0,4.11,2,512,0.1949860724233983,0.8718147666802449,0.4765851223165251
313,PEG,Public Service Enterprise Group Incorporated,64,2,2.67,0.1,-64160.0,4.19,3,513,0.4206128133704735,0.0,0.4773839241138292
174,SWKS,Skyworks Solutions,108,3,2.57,131.810376,17.33,8.59,2,512,0.3927576601671309,0.9476784409572026,0.5213180229655516
239,MCO,Moody's Corporation,387,1,2.15,112.5770406,-243.77,9.62,2,512,0.2757660167130919,0.7788554174021557,0.5316025961058412
110,TEL,TE Connectivity,137,2,2.72,73.19557038,-88.39,6.87,3,513,0.4345403899721449,0.8793216043036616,0.5041437843235147
205,KKR,KKR & Co. Inc.,98,1,3.81,49.325,-100.0,-10.32,2,512,0.7381615598885796,0.8718147666802449,0.3325012481278082
146,TECK,Teck Resources,49,2,2.22,0.1,-38980.0,13.25,3,515,0.2952646239554318,0.0,0.5678482276585122
324,WTW,Willis Towers Watson PLC,273,2,2.68,146.6735605,-86.61,5.12,3,513,0.4233983286908079,0.8804725234224973,0.4866699950074887
153,K,Kellanova Co,55,2,1.94,30.35746864,-82.16,-9.4,3,513,0.2172701949860724,0.8833498212195863,0.3416874687968048
337,AVB,"AvalonBay Communities, Inc.",186,2,2.43,93.475,-100.0,4.96,2,512,0.3537604456824513,0.8718147666802449,0.4850723914128806
285,MLM,"Martin Marietta Materials, Inc.",596,2,3.03,67.75861715,-780.85,7.8,1,511,0.520891364902507,0.4315882037256157,0.5134298552171741
84,LOW,Lowe's Companies,215,1,2.51,45.8896204,-369.5,-0.67,1,511,0.3760445682451253,0.6975604394183332,0.4288567149276085
378,ALB,Albemarle Corporation,118,3,3.46,59.165,-100.0,-11.53,2,512,0.6406685236768802,0.8718147666802449,0.3204193709435846
166,WAT,Waters,312,2,2.36,27.04063321,-1054.3,2.41,1,511,0.3342618384401114,0.2547798705539283,0.4596105841238143
333,AEM,Agnico Eagle Mines Limited,54,2,3.5,0.1,-54410.0,1.4,3,513,0.6518105849582173,0.0,0.4495257114328506
361,NWS,News Corporation,57,3,1.76,46.08738235,40.66,,2,512,0.1671309192200557,0.962763240419245,0.0
75,HON,Honeywell International,203,1,2.43,56.38023793,-260.2,5.47,2,512,0.3537604456824513,0.768232045985038,0.4901647528706939
232,MO,"Altria Group, Inc.",51,1,1.98,40.28349799,-3.94,0.89,2,512,0.2284122562674095,0.9339256040708914,0.4444333499750374
418,WYNN,"Wynn Resorts, Limited",100,3,2.02,50.215,-100.0,3.26,3,513,0.2395543175487465,0.8718147666802449,0.4680978532201696
319,FTV,Fortive Corporation,85,2,2.48,55.25442035,-53.92,4.74,1,511,0.3676880222841226,0.901609347015046,0.4828756864702945
120,DLR,Digital Realty Trust,136,2,2.19,68.335,-100.0,5.67,3,513,0.2869080779944289,0.8718147666802449,0.492161757363954
256,SMCI,"Super Micro Computer, Inc.",1140,1,3.73,,,25.88,1,513,0.7158774373259054,0.0,0.6939590614078881
272,VALE,Vale S.A.,53,1,3.41,0.1,-13090.0,3.1,3,514,0.6267409470752089,0.0,0.4665002496255616
211,CDNS,"Cadence Design Systems, Inc.",308,1,3.01,100.4965408,-207.08,12.99,2,512,0.5153203342618384,0.8025785760932116,0.565252121817274
325,CAH,"Cardinal Health, Inc.",115,2,1.86,1130.957724,89.82,8.47,3,513,0.1949860724233983,0.9945492987798964,0.5201198202695956
209,HCA,"HCA Healthcare, Inc.",325,1,2.36,8.129545077,-3902.31,5.38,1,511,0.3342618384401114,0.0,0.4892661008487269
212,CP,Canadian Pacific Railway Limited,89,1,3.26,0.643172494,-13846.49,8.72,1,511,0.5849582172701949,0.0,0.5226160758861707
194,BSX,Boston Scientific Corporation,67,1,2.13,24.59099631,-175.14,9.38,2,512,0.2701949860724234,0.8232304618547901,0.529206190713929
353,TW,Tradeweb Markets Inc.,102,2,2.17,58.95540858,-74.5,12.74,1,511,0.2813370473537604,0.8883026529332273,0.562755866200699
401,TOL,"Toll Brothers, Inc.",120,3,2.97,62.63384795,-92.68,7.14,2,514,0.5041782729805014,0.8765477599105127,0.5068397403894158
37,NFLX,Netflix,479,1,3.24,209.9124389,-128.66,14.0,2,512,0.5793871866295265,0.853283675699442,0.5753369945082376
140,JBHT,J.B. Hunt Transport Services,196,2,2.7,4.87391588,-3921.61,6.22,2,512,0.4289693593314764,0.0,0.4976535197204193
335,KEYS,"Keysight Technologies, Inc.",154,2,3.07,87.49924311,-76.38,7.07,3,513,0.532033426183844,0.8870870754369291,0.5061407888167748
362,NWSA,News Corporation,56,3,1.76,44.27466006,40.51,,1,513,0.1671309192200557,0.9626662528530509,0.0
279,APD,"Air Products and Chemicals, Inc.",241,1,2.8,120.805,-100.0,,3,513,0.4568245125348189,0.8718147666802449,0.0
384,CRL,"Charles River Laboratories International, Inc.",266,3,2.96,44.09988164,-505.38,7.37,1,511,0.5013927576601671,0.6097026361220491,0.509136295556665
60,HDB,HDFC Bank,65,1,4.75,23.59311099,-179.4,21.1,3,513,1.0,0.8204760149748801,0.6462306540189715
112,VLO,Valero Energy,124,2,2.34,0.1,-124700.0,-5.42,3,513,0.3286908077994429,0.0,0.3814278582126809
254,PSX,Phillips 66,149,1,1.82,0.1,-149240.0,-5.87,2,512,0.1838440111420613,0.0,0.3769345981028457
354,FCNCA,"First Citizens BancShares, Inc.",1553,2,4.06,1125.041901,,9.66,1,512,0.8077994428969358,0.0,0.5320019970044932
7,BRK.B,Berkshire Hathaway,362,1,3.06,127.7294842,-183.43,0.97,2,512,0.5292479108635099,0.8178702823631343,0.4452321517723414
446,SEE,Sealed Air Corporation,50,3,1.88,18.23,-100.0,3.03,1,513,0.2005571030640668,0.8718147666802449,0.4658012980529206
317,DFS,Discover Financial Services,121,2,3.21,219.8957322,44.86,1.59,3,513,0.5710306406685236,0.9654788922726772,0.4514228657014478
159,MKC,McCormick & Company,69,2,2.68,15.8393299,-340.61,2.96,2,512,0.4233983286908079,0.7162402446673004,0.4651023464802795
151,CCJ,Cameco,45,2,2.15,10.94437088,-317.11,9.1,2,512,0.2757660167130919,0.7314349633710292,0.526410384423365
178,ATO,Atmos Energy,116,3,2.4,0.016167699,-722637.35,5.32,1,513,0.3454038997214484,0.0,0.4886669995007488
185,ABNB,"Airbnb, Inc.",164,1,2.72,0.1,-164810.0,11.78,1,511,0.4345403899721449,0.0,0.5531702446330504
11,AVGO,Broadcom,1089,1,3.13,420.5159007,,6.96,1,512,0.5487465181058496,0.0,0.5050424363454817
251,TT,Trane Technologies plc,284,1,2.94,74.34378679,-283.15,5.47,2,512,0.4958217270194986,0.753392948357354,0.4901647528706939
104,NEM,Newmont,50,2,1.52,8.131569199,-391.91,45.1,4,514,0.1002785515320334,0.6830704970289475,0.8858711932101847
82,AXP,American Express Company,174,1,3.28,236.9898344,26.34,9.39,3,513,0.5905292479108636,0.9535041607665896,0.529306040938592
39,NVS,Novartis AG,99,1,2.68,116.3565135,14.31,0.4,2,512,0.4233983286908079,0.9457257579578298,0.4395406889665501
287,IR,Ingersoll Rand Inc.,90,2,2.57,57.22192341,-57.93,5.85,3,513,0.3927576601671309,0.8990165460787927,0.4939590614078881
168,AKAM,Akamai Technologies,117,3,2.63,50.53215299,-132.53,7.94,1,511,0.4094707520891365,0.8507813964916364,0.5148277583624562
430,FBIN,"Fortune Brands Innovations, Inc.",81,3,2.68,54.07638141,-50.66,5.36,2,512,0.4233983286908079,0.9037172101203292,0.4890664003994008
266,PNC,"The PNC Financial Services Group, Inc.",150,1,2.45,162.2871826,7.37,4.88,1,514,0.3593314763231198,0.94123846656192,0.4842735896155766
199,KLAC,KLA Corporation,699,1,3.24,232.4103621,-200.85,13.28,1,512,0.5793871866295265,0.8066067930091363,0.5681477783325012
377,BURL,"Burlington Stores, Inc.",216,3,1.64,92.62472922,-133.47,8.4,2,512,0.1337047353760445,0.8501736077434873,0.5194208686969545
245,EOG,"EOG Resources, Inc.",118,1,2.59,0.1,-118620.0,6.71,2,512,0.3983286908077994,0.0,0.5025461807289066
444,NXST,"Nexstar Media Group, Inc.",163,3,2.39,216.1605212,24.36,-7.42,1,511,0.3426183844011142,0.9522239248928288,0.3614578132800798
195,SHOP,Shopify Inc.,76,1,2.43,121.3644245,37.25,19.99,3,513,0.3537604456824513,0.9605583897477676,0.6351472790813779
90,GS,The Goldman Sachs Group,362,1,2.08,181.365,-100.0,10.52,2,512,0.2562674094707521,0.8718147666802449,0.5405891163255117
250,TDG,TransDigm Group Incorporated,1164,1,2.59,,,9.17,1,511,0.3983286908077994,0.0,0.527109335996006
164,CTRA,Coterra Energy,54,2,3.99,0.1,-24560.0,11.34,3,513,0.7883008356545962,0.0,0.5487768347478781
223,EQNR,Equinor ASA,56,1,3.39,0.1,-26150.0,-3.42,2,512,0.6211699164345406,0.0,0.401397903145282
148,YPF,YPF SA,57,2,3.22,10.35716184,-69.93,25.2,4,514,0.573816155988858,0.8912575407832716,0.6871692461308037
3,GOOGL,Alphabet,133,1,3.68,107.8190101,-24.25,11.32,2,512,0.7019498607242342,0.920793487608222,0.5485771342985521
93,ISRG,Intuitive Surgical,328,1,3.14,0.1,-328860.0,14.38,4,514,0.551532033426184,0.0,0.5791313030454318
368,BSY,"Bentley Systems, Incorporated",49,3,2.46,13.85210318,-256.62,11.18,2,512,0.362116991643454,0.7705468158982017,0.54717923115327
70,UNP,Union Pacific,236,1,2.39,21.1293685,-1020.19,4.2,3,513,0.3426183844011142,0.276834843106447,0.4774837743384922
352,HEI.A,HEICO Corporation,150,2,2.96,21.61102128,-594.92,29.52,3,513,0.5013927576601671,0.5518075249419692,0.7303045431852221
124,CNC,Centene,76,2,2.79,332.1055688,76.91,-5.82,2,512,0.4540389972144847,0.986201902249465,0.3774338492261607
339,SPLK,Splunk Inc.,156,2,1.99,321.2734264,51.3,14.03,4,514,0.2311977715877437,0.9696428917812736,0.5756365451822266
97,SONY,Sony Group,91,1,2.65,45.895,-100.0,1.36,2,512,0.415041782729805,0.8718147666802449,0.4491263105341986
144,PPL,PPL Corporation,57,2,1.95,13.635,-100.0,3.68,4,514,0.2200557103064067,0.8718147666802449,0.4722915626560159
348,DTE,DTE Energy Company,112,2,2.09,56.41,-100.0,1.03,3,511,0.2590529247910863,0.8718147666802449,0.4458312531203194
408,EVRG,"Evergy, Inc.",51,3,2.1,25.78,-100.0,2.54,1,511,0.2618384401114206,0.8718147666802449,0.4609086370444333
300,PPG,"PPG Industries, Inc.",140,2,2.58,78.79921369,-78.59,3.53,1,511,0.3955431754874652,0.8856581252950039,0.4707938092860708
98,GM,General Motors Company,53,2,2.62,70.50510556,51.79,2.92,3,513,0.4066852367688023,0.9699597178308408,0.4647029455816275
281,OXY,Occidental Petroleum Corporation,60,1,2.38,0.1,-60700.0,2.97,2,512,0.33983286908078,0.0,0.4652021967049425
69,BX,Blackstone,119,1,2.36,39.13702159,-205.98,30.91,2,512,0.3342618384401114,0.8032898182453009,0.7441837244133799
24,ADBE,Adobe,624,1,2.91,265.5028342,-135.12,12.34,1,511,0.4874651810584959,0.8491067445153531,0.5587618572141786
38,SHEL,Shell,64,1,2.87,0.1,-64120.0,2.29,2,512,0.4763231197771588,0.0,0.4584123814278582
145,IFF,International Flavors & Fragrances,78,2,2.19,39.365,-100.0,-0.71,2,512,0.2869080779944289,0.8718147666802449,0.4284573140289565
123,NUE,Nucor,166,2,3.15,0.1,-166620.0,-8.94,3,513,0.5543175487465182,0.0,0.346280579131303
184,REGN,"Regeneron Pharmaceuticals, Inc.",968,1,3.39,605.3629836,-60.04,7.44,1,512,0.6211699164345406,0.8976522543143303,0.509835247129306
203,FI,"Fiserv, Inc.",151,1,3.63,99.44657384,-52.08,8.51,3,513,0.6880222841225626,0.9027990611603592,0.5205192211682476
183,VRTX,Vertex Pharmaceuticals Incorporated,413,1,3.74,211.724921,-95.34,7.04,1,510,0.7186629526462396,0.8748278470700057,0.5058412381427858
68,PM,Philip Morris International,94,1,2.12,22.63996189,-316.96,4.61,2,512,0.2674094707520892,0.7315319509372231,0.4815776335496754
435,BJ,"BJ's Wholesale Club Holdings, Inc.",75,3,2.59,37.74,-100.0,2.93,2,512,0.3983286908077994,0.8718147666802449,0.4648027958062905
278,ADSK,"Autodesk, Inc.",251,1,2.67,121.1292315,-107.93,9.55,4,514,0.4206128133704735,0.8666873573474547,0.5309036445332002
374,DGX,Quest Diagnostics Incorporated,127,3,2.8,49.8881455,-155.05,1.78,3,513,0.4568245125348189,0.8362203298870419,0.4533200199700449
322,XEL,Xcel Energy Inc.,51,2,2.09,25.51,-100.0,4.38,2,512,0.2590529247910863,0.8718147666802449,0.4792810783824263
273,CRH,CRH plc,67,1,3.27,25.90381485,-213.35,3.15,3,513,0.5877437325905294,0.7985244958263018,0.4669995007488766
365,WSM,"Williams-Sonoma, Inc.",234,3,2.89,121.688862,-93.03,-1.3,2,512,0.4818941504178273,0.8763214555893934,0.4225661507738392
437,THC,Tenet Healthcare Corporation,98,3,2.4,19.89379401,-396.03,4.34,2,512,0.3454038997214484,0.6804065718774853,0.4788816774837742
126,COR,Cencora,203,2,2.11,250.686393,18.74,5.86,2,514,0.2646239554317549,0.9485901240794264,0.4940589116325511
147,TDY,Teledyne Technologies,421,2,3.13,112.1737634,-276.11,4.11,2,512,0.5487465181058496,0.7579448981307264,0.4765851223165251
376,MRO,Marathon Oil Corporation,54,3,2.14,11.4737655,-115.62,4.14,1,511,0.2729805013927577,0.8617151281205748,0.4768846729905142
275,PXD,Pioneer Natural Resources Company,243,1,3.63,84.33097567,-188.77,7.9,2,512,0.6880222841225626,0.8144175250066275,0.5144283574638042
224,CNQ,Canadian Natural Resources Limited,71,1,3.2,40.12940686,-78.65,8.18,2,512,0.5682451253481895,0.8856193302685261,0.5172241637543684
229,SO,The Southern Company,69,1,2.29,34.505,-100.0,3.89,3,513,0.3147632311977716,0.8718147666802449,0.474388417373939
87,RTX,RTX Corp,83,1,1.78,32.52204486,-155.89,7.2,1,511,0.1727019498607242,0.8356771995163552,0.5074388417373938
397,LNT,Alliant Energy Corporation,49,3,2.45,24.67,-100.0,-2.44,1,511,0.3593314763231198,0.8718147666802449,0.4111832251622566
